frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
6391,0.5879125829975539,0.5307741927865901,0.5655933073735201,0.5920557081743566,0.6202899504396814,0.5990343762478263,0.5990343762478263,0.6431300804399469,0.5642018606204553,0.5645997961459515,0.6083765589525071,0.5994135693189895,0.66639428738554,0.0
7432,0.7209164540555916,0.7473852030131422,0.7583457231510319,0.7437199757834256,0.6995780761746321,0.6966312884589118,0.7240329085131121,0.7437199757834256,0.7012394766338763,0.7093362758183099,0.6949665470783989,0.700289493052544,0.7027762328762431,0.0
8172,0.6299835820269248,0.6447218187219343,0.6299835820269248,0.5958001894317726,0.6087629549889091,0.5747284174520235,0.6356892551174878,0.6304675486269334,0.6299676960284103,0.6512907133855568,0.6431300804399469,0.643502997958088,0.6222993476188775,0.0
1821,0.4675811765772676,0.4871505385248074,0.5019766221027879,0.5085123671965368,0.509439222351216,0.4770443996255655,0.4894256210156407,0.4894256210156407,0.4686597443703829,0.4753651268190621,0.466577796858039,0.4674354111188338,0.5048695942111101,0.0
7091,0.5785361039264176,0.5644573749253207,0.5091881755744895,0.5437173330740559,0.5140562584301936,0.5315239686801314,0.49796297103049203,0.5235030390148325,0.4757277446910109,0.5091881755744895,0.4884375758982166,0.4743702347097517,0.5199700698884814,0.0
7637,0.66639428738554,0.6531272291198131,0.6239917956176619,0.5983472997386967,0.5417691450282048,0.5529178621049262,0.5637795873977834,0.5536821303285044,0.5543460055473104,0.5642326501054211,0.5200359777986358,0.5550357194960077,0.5642018606204553,0.0
278,0.5085123671965368,0.5089551735732071,0.4686116383745754,0.5437907170297064,0.5537800771686048,0.5760017914148555,0.5311462221825707,0.5370937240941286,0.5089551735732071,0.5048442561954255,0.546958247087066,0.5222352816769871,0.544501115700573,0.0
9285,0.7356108634590743,0.7428994314725273,0.7616846930957767,0.7678026032416381,0.7416736518273528,0.7152486173948964,0.7427091262522163,0.7559829957274701,0.7952908829914679,0.7659769391486191,0.7621931306635653,0.5348143331836814,0.4760242447094895,0.0
3440,0.12571593085424762,0.13811018983829787,0.14260561397739147,0.1329635686025743,0.1402558600451953,0.11599479444720633,0.20886891550561293,0.1609442901199336,0.15530681929348414,0.17635843380039365,0.1349980427014182,0.13270773601390642,0.1422127817826115,0.0
913,0.6238106199409827,0.6390109290856736,0.5958089738449786,0.6903431534870063,0.6327395370066716,0.6475733525028052,0.6055812411436892,0.6336787746154842,0.6462490256806468,0.6058496281497397,0.6100575948256016,0.5943634515842925,0.6896108895314139,0.0
2353,0.4871319309665962,0.4863946541732481,0.4885410638133425,0.4990326706194461,0.4641632359509562,0.5040379145216769,0.4323642475058576,0.5096102322908674,0.43075570895791976,0.4646974816817538,0.4843322728313147,0.4871319309665962,0.4739684595669117,0.0
