frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
62,0.0,0.0,0.0,0.8345482377143933,0.8297356915758023,0.8097152540856688,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.0
63,0.0,0.0,0.8345482377143933,0.8297356915758023,0.8097152540856688,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.0
64,0.0,0.8345482377143933,0.8297356915758023,0.8097152540856688,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.0
65,0.8345482377143933,0.8297356915758023,0.8097152540856688,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.0
66,0.8297356915758023,0.8097152540856688,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.0
67,0.8097152540856688,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.0
68,0.8324032954627173,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.0
69,0.8804314128529994,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.0
70,0.8449783597286851,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.0
71,0.8166617289108999,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.0
72,0.8628247411198241,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.0
73,0.8019673878534814,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.0
74,0.8446135861473543,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.0
75,0.8489424611860602,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.0
76,0.8332407470051628,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.0
77,0.8908554662874946,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.0
78,0.8346995934873058,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.0
79,0.8754076728686407,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.0
80,0.8871622582335286,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.0
81,0.8369474325991615,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.0
82,0.8568617076690807,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.0
83,0.8690822105075893,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.0
84,0.8369791561637755,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.0
85,0.8630479478697052,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.0
86,0.8892398032137315,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.0
87,0.8615952750649135,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.0
88,0.851127255808656,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.0
89,0.8698593420064773,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.0
90,0.8877630533207244,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.0
91,0.8347313170519198,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.0
92,0.8010086509210056,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.0
93,0.765687508131202,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.0
94,0.7823684742293472,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.0
95,0.7191755111856686,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.0
96,0.7632470039761761,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.0
97,0.7211436059402218,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.0
98,0.7098698431996476,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.0
99,0.6939215242150671,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.0
100,0.7219206005839738,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.0
101,0.7042878783672949,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.0
102,0.7125685200008783,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.0
103,0.7116614578106046,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.0
104,0.7125685200008783,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.0
105,0.7108003489873214,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.0
106,0.7201292232718794,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.0
107,0.6851943320814118,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.0
108,0.695173230365156,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.0
109,0.7314052720691765,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.0
110,0.7127420720224,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.0
111,0.7111673454937849,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.0
112,0.7122263994575454,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.0
113,0.7122263994575454,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.0
114,0.7033577189776937,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.0
115,0.7140947579813846,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.0
116,0.7127420720224,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.0
117,0.7024215621379526,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.0
118,0.7020656849883188,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.0
119,0.6662489914339251,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.0
120,0.722004714763505,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.0
121,0.7135951765316594,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.0
122,0.7121287392647213,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.0
123,0.6941912292576344,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.0
124,0.7125685200008783,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.0
125,0.7118577569005794,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.0
126,0.7127905487449758,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.0
127,0.6940551153987107,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.0
128,0.7970924631924873,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.0
129,0.7850939678138472,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.0
130,0.8939598274014952,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.0
131,0.8375372438396556,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.0
132,0.8449783597286851,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.0
133,0.8626201185782756,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.0
134,0.8822373153612794,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.0
135,0.8567904784819397,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.0
136,0.8574310063785411,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.0
137,0.8338322060715655,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.0
138,0.8338322060715655,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.0
139,0.8699818419385247,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.0
140,0.8397305917856979,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.0
141,0.8471717076747275,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.8259178962983287,0.0
142,0.8435494491198369,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.8259178962983287,0.8259178962983287,0.0
143,0.8674891349276029,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.8259178962983287,0.8259178962983287,0.8706978735813523,0.0
144,0.8721178325228011,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.8259178962983287,0.8259178962983287,0.8706978735813523,0.84564432482482,0.0
145,0.827346806907177,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.8259178962983287,0.8259178962983287,0.8706978735813523,0.84564432482482,0.8449783597286851,0.0
146,0.8577382228051671,0.8567904784819397,0.9009631023912767,0.8280901181194761,0.8767874038331143,0.8637507257689903,0.827346806907177,0.8259178962983287,0.8259178962983287,0.8706978735813523,0.84564432482482,0.8449783597286851,0.9051179796889213,0.0
