frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
6,0.594249257156328,0.5911964674057804,0.5954552181486398,0.5935589215547608,0.6244948924854411,0.6933768990480268,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.0
7,0.5911964674057804,0.5954552181486398,0.5935589215547608,0.6244948924854411,0.6933768990480268,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.0
8,0.5954552181486398,0.5935589215547608,0.6244948924854411,0.6933768990480268,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.0
9,0.5935589215547608,0.6244948924854411,0.6933768990480268,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.0
10,0.6244948924854411,0.6933768990480268,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.0
11,0.6933768990480268,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.0
12,0.7068539796327669,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.0
13,0.6612601489476325,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.0
14,0.6581338809869572,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.0
15,0.6746997940170921,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.0
16,0.6606303084183004,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.0
17,0.657177394895051,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.6088387995391856,0.0
18,0.6763924821683287,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.6088387995391856,0.6282728252911645,0.0
19,0.6296793451486241,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.6088387995391856,0.6282728252911645,0.6336704673460326,0.0
20,0.6261511729378508,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.6088387995391856,0.6282728252911645,0.6336704673460326,0.58440506725041,0.0
21,0.6353011983518784,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.6088387995391856,0.6282728252911645,0.6336704673460326,0.58440506725041,0.6209122656093057,0.0
22,0.619385240992078,0.6209122656093057,0.6520452120685483,0.6505791416112607,0.6244948924854411,0.6244490305518541,0.6360175902413941,0.6088387995391856,0.6282728252911645,0.6336704673460326,0.58440506725041,0.6209122656093057,0.6200266025468919,0.0
