frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
6,0.6927962233616323,0.7390052515570973,0.7490402744228747,0.7504119373036919,0.769406325771755,0.7141809144827742,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.0
7,0.7390052515570973,0.7490402744228747,0.7504119373036919,0.769406325771755,0.7141809144827742,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.0
8,0.7490402744228747,0.7504119373036919,0.769406325771755,0.7141809144827742,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.0
9,0.7504119373036919,0.769406325771755,0.7141809144827742,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.0
10,0.769406325771755,0.7141809144827742,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.6805084228589838,0.0
11,0.7141809144827742,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.6805084228589838,0.7317727845263483,0.0
12,0.7371365524678186,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.6805084228589838,0.7317727845263483,0.6760476352916134,0.0
13,0.7152198513662316,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.6805084228589838,0.7317727845263483,0.6760476352916134,0.6758926095979128,0.0
14,0.7324627752296623,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.6805084228589838,0.7317727845263483,0.6760476352916134,0.6758926095979128,0.7315942731503178,0.0
15,0.7317727845263483,0.7326615731592959,0.7025587031526378,0.7095273704649526,0.7205233698693433,0.6969134245862477,0.7305392649129633,0.6805084228589838,0.7317727845263483,0.6760476352916134,0.6758926095979128,0.7315942731503178,0.7129473948693891,0.0
