frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.0
91,0.0,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.0
92,0.0,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.0
93,0.0,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.0
94,0.0,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.0
95,0.0,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.0
96,0.33524639442484283,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.0
97,0.4105226023381068,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.0
98,0.5003776379141536,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.0
99,0.5711858331664458,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.0
100,0.5878592391635014,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.0
101,0.6174031504934795,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.0
102,0.5889662050829327,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.0
103,0.5808965955603762,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.0
104,0.5702268443444924,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.0
105,0.5513395065085742,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.0
106,0.5696503212091246,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.0
107,0.6030363711312338,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.0
108,0.6136007201243316,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.0
109,0.6139970575049215,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.0
110,0.5624049651378619,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.0
111,0.5962031524223724,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.0
112,0.5713343860589795,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.0
113,0.5784444111000808,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.0
114,0.622479491311707,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.0
115,0.5974333614106982,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.0
116,0.5953963606099997,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.0
117,0.543139350435079,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.0
118,0.5952391349439292,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.0
119,0.613043032654091,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.0
120,0.5724413519784105,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.0
121,0.5525511660733691,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.0
122,0.5691198784250612,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.0
123,0.6233400391001482,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.0
124,0.5869002503415482,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.0
125,0.5702268443444924,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.0
126,0.5602250681825215,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.0
127,0.5600905284733564,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.0
128,0.605361812943124,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.0
129,0.5700788672470144,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.0
130,0.5600905284733564,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.0
131,0.613519806888614,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.0
132,0.63063386723318,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.0
133,0.6179747142312659,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.0
134,0.5774684598084432,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.0
135,0.5985847523328777,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.0
136,0.5946685933852035,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.0
137,0.6147466682948963,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.0
138,0.5952488317249303,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.0
139,0.5596880878919563,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.0
140,0.6174031504934795,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.0
141,0.5875352844919697,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.0
142,0.6050180124410502,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.0
143,0.5980063185191907,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.0
144,0.5994603417807329,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.0
145,0.6045326451605572,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.0
146,0.622313017077044,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.0
147,0.6148150104670282,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.0
148,0.622313017077044,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.0
149,0.5959936185937387,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.0
150,0.6174031504934795,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.0
151,0.6080850063220754,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.0
152,0.6246617284271148,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.0
153,0.6045326451605572,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.0
154,0.6335169389350211,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.0
155,0.6527194991970494,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.0
156,0.5780018607403601,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.0
157,0.6087161137088782,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.0
158,0.6350941146116555,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.6158776216876038,0.0
159,0.6244047513512047,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.6158776216876038,0.6350941146116555,0.0
160,0.6173137426951687,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.6158776216876038,0.6350941146116555,0.5719976554019388,0.0
161,0.6512353297680838,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.6158776216876038,0.6350941146116555,0.5719976554019388,0.5973918226387486,0.0
162,0.6512353297680838,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.6158776216876038,0.6350941146116555,0.5719976554019388,0.5973918226387486,0.44405994158985734,0.0
163,0.6350613248452646,0.6242825537865027,0.5784444111000808,0.5962247830165679,0.6350613248452646,0.6350613248452646,0.6174031504934795,0.6158776216876038,0.6350941146116555,0.5719976554019388,0.5973918226387486,0.44405994158985734,0.4394480156894446,0.0
