frame,ear,tag,mov_ear_3,mov_ear_5,mov_ear_7
0,0.2643209288929214,0,0.0,0.0,0.0
1,0.3099363617138402,0,0.0,0.0,0.0
2,0.2493741088092329,0,0.2745437998053315,0.0,0.0
3,0.2732589920992071,0,0.2775231542074268,0.27196977926160343,0.0
4,0.26295850479281524,0,0.26186386856708516,0.2742057205138311,0.26282281428607607
5,0.27550063515405965,0,0.27057271068202743,0.2531004818791541,0.24284940694671686
6,0.2044101685404556,0,0.24762310282911018,0.228127075620789,0.21673877672262684
7,0.12450707751740706,0,0.20147262707064076,0.19890766722998957,0.19894309839228844
8,0.12716195014521006,0,0.1520263987343576,0.1712768383707993,0.1847495182734986
9,0.12480436049686412,0,0.12549112938649376,0.150957497593523,0.17460513087905932
10,0.17390393126767806,0,0.1419567473032508,0.14846502249178,0.17005890960837394
11,0.19194779303174042,0,0.1635520282654276,0.17229902424015098,0.1763600934694201
12,0.24367708625926182,0,0.2031762701862269,0.19657032532466473,0.19483759816289764
13,0.24851845556777874,0,0.22804777828626044,0.22237937529964186,0.21422123199654072
14,0.2538496103717499,0,0.24868171739959685,0.24016806644224858,0.23334638751250328
15,0.2628473869807118,0,0.25507181764008013,0.25351459765762085,0.24522611053526347
16,0.258680449108602,0,0.2584591488203545,0.25619157889116834,0.25536305888884353
17,0.2570619924269996,0,0.259529942838771,0.2590691740789728,0.2553974282412418
18,0.26290643150680104,0,0.2595496243474675,0.2570827863498327,0.2579385791422237
19,0.24391767172605,0,0.25462869855328335,0.25777461132862084,0.2592239758006469
20,0.2663065118746525,0,0.25771020503583425,0.25860799890304287,0.2594937180772107
21,0.2628473869807118,0,0.257690523527138,0.2601427170009748,0.26035873719264746
22,0.2647355829166589,0,0.2646298272573411,0.26050854728294637,0.2597806680708827
23,0.2647355829166589,0,0.2641061842713433,0.2623281146526656,0.2570968283392861
24,0.2530155085746463,0,0.26082889146932126,0.25789072295486015,0.257917365770337
25,0.2441195533856252,0,0.2539568816256432,0.25525353230739894,0.25766325970391374
26,0.24966143374340602,0,0.248932165234559,0.255211969606005,0.2544731626853318
27,0.2645277694096891,0,0.2527695855129067,0.250368194592801,0.2515415386111521
28,0.24051670785063928,0,0.2515686370012447,0.24860793575735193,0.24816037254500006
29,0.24421421439740043,0,0.24975289721924288,0.24799750917094593,0.24608250737434265
30,0.24106742045359447,0,0.2419327809005448,0.2457593128982735,0.24310299925402454
31,0.23847045238004444,0,0.24125069574367983,0.2375063583250153,0.24211189394319796
32,0.22326299654339848,0,0.2342669564590123,0.23794775606841156,0.23773207022540951
33,0.24272369656761983,0,0.23481904849702082,0.2358787138659654,0.2369933855011373
34,0.23386900338516986,0,0.23328523216539607,0.23473441273139314,0.23716696096310688
35,0.23534591478073402,0,0.2373128715778412,0.23612617078162187,0.238225220349545
36,0.24542924263118854,0,0.238214720265697,0.24116861870467457,0.23851089004202766
37,0.2484752361586612,0,0.24308346452352758,0.24071790743663507,0.2404726104453609
38,0.2404701402274224,0,0.24479153967242398,0.24134311463294722,0.24200602275271724
39,0.23699503936673139,0,0.24198013858427161,0.24496544822062347,0.24352579133585323
40,0.253457582719114,0,0.24364092077108937,0.24478107638781027,0.24405695523432694
41,0.24450738346712236,0,0.2449866685176557,0.24289884157008784,0.2438498269642341
42,0.23906406207005026,0,0.2456763427520953,0.24360068247271088,0.24248408147019948
43,0.24397934474053717,0,0.24251693009256967,0.24398467813944863,0.24262835110442182
44,0.2389150177004189,0,0.24065280817033555,0.24158916712902148,0.24406125094746173
45,0.2414800276669793,0,0.24145813003597874,0.2420927580891991,0.24122834523061648
46,0.24702533826800982,0,0.24247346121180277,0.24100539421542883,0.23988161192530427
47,0.23362724270119764,0,0.24071086954539567,0.23922557533330852,0.24038568845714714
48,0.23508025032993604,0,0.23857761043304807,0.23996109135181456,0.23998521041472923
49,0.2425925977929495,0,0.23710003027469462,0.2399002855071412,0.2405105789993764
50,0.24117599844361318,0,0.2396162821888327,0.23901373741212914,0.24086762429559908
51,0.2425925977929495,0,0.24212039800983712,0.2410841578199971,0.2398247551954584
52,0.24397934474053717,0,0.24258264699236656,0.24201315866741488,0.24110552020856574
53,0.23972525456702584,0,0.24209906570017084,0.24201315866741488,0.23947024763502078
54,0.2425925977929495,0,0.24209906570017084,0.23850462744171672,0.237190557749235
55,0.22363334231512114,0,0.23531706489169876,0.23531306160161664,0.23381886116947978
56,0.22663476859244813,0,0.23095356956684002,0.23003201713057422,0.2310621512073706
57,0.21757412238532522,0,0.22261407776429878,0.22674609182880623,0.22793204918798615
58,0.22329562805818565,0,0.22250150634532004,0.22264129839118568,0.22899746564201198
