frame,ear,tag,mov_ear_3,mov_ear_5,mov_ear_7
0,0.1519762581392132,0,0.0,0.0,0.0
1,0.1861009992126985,0,0.0,0.0,0.0
2,0.22683471718524148,0,0.1883039915123844,0.0,0.0
3,0.2589339872713413,0,0.2239565678897604,0.21806769099814732,0.0
4,0.26649249318224233,0,0.250753732546275,0.24364954882518114,0.2338883304341714
5,0.2798855472743822,0,0.26843734257598856,0.2598282111374576,0.24979688477363732
6,0.26699431077408076,0,0.27112411707690176,0.26712849540350425,0.2601394922718499
7,0.26333613851547466,0,0.2700719988546459,0.2670415482892733,0.26343983418904526
8,0.2584992517001867,0,0.2629432336632474,0.26373047177394665,0.2633403928887775
9,0.2499371106056088,0,0.2572575002737567,0.2594009419529636,0.26432327923493076
10,0.2582378981694673,0,0.2555580868250875,0.26067661931921043,0.26407703001604144
11,0.27337269760531513,0,0.2605159021267969,0.26364175216454694,0.2656980532192696
12,0.2781618027421571,0,0.2699241328389797,0.2676101964638452,0.26450051661623797
13,0.27834147319667785,0,0.2766253245147167,0.26861345080157406,0.2661827684796006
14,0.254953382294253,0,0.27048555274436276,0.27102087411642567,0.2674776570095848
15,0.2702750147437253,0,0.2678566234115521,0.2681466006584623,0.2680471711245732
16,0.25900133031549766,0,0.26140990911782547,0.26495913950490807,0.26930632716226427
17,0.2622244969743861,0,0.26383361401120303,0.26572820283940296,0.2682593127351132
18,0.28218678986915235,0,0.26780420571967883,0.2689040667309722,0.2670547128775232
19,0.2708327017520994,0,0.271747996198546,0.26883091862093683,0.26580705227327506
20,0.2699092741935484,0,0.2743095886049334,0.2662746041707404,0.2657446215308245
21,0.24621975806451613,0,0.26232057800338787,0.26779730468517754,0.2684457154754528
22,0.2698379995465717,0,0.2619890106015452,0.26694174429692624,0.26805695132301705
23,0.2779089879278958,0,0.26465558184632787,0.26467583352797347,0.2635283225786499
24,0.2595031479073361,0,0.2690833784606011,0.26079125642098033,0.2616947129152568
25,0.2504863886585824,0,0.262632841497938,0.2631467916297467,0.2635043736672129
26,0.2579974341083483,0,0.25599565689142195,0.26569457161188054,0.26633837360243745
27,0.282576899457241,0,0.263686907408057,0.26332432554851887,0.26471855248152526
28,0.26605775761108785,0,0.2688773637255588,0.263123546307089,0.26129800792665897
29,0.2584992517001867,0,0.26904463625617164,0.263819303784139,0.2604981561619993
30,0.2539651760438322,0,0.2595073951183687,0.26300065407341294,0.26391822682160476
31,0.25390418555471705,0,0.25545620443291206,0.26137065083712885,0.26398033190319836
